timestamp,time_s,cpu_run_util,mem_run_util,cpu_req_util,mem_req_util,running_p1,running_p2,running_p3,running_p4,unsched_p1,unsched_p2,unsched_p3,unsched_p4,deletions_cum_p1,deletions_cum_p2,deletions_cum_p3,deletions_cum_p4
2026/01/19/16:13:27,3.976875,0.265937,0.271077,0.272844,0.283501,18,14,8,8,1,0,0,0,0,0,0,0
2026/01/19/16:13:28,4.976977,0.296406,0.326931,0.296406,0.326931,22,16,8,12,0,0,0,0,0,0,0,0
2026/01/19/16:13:29,5.977076,0.335062,0.451297,0.335062,0.451297,22,22,11,14,0,0,0,0,0,0,0,0
2026/01/19/16:13:30,6.977257,0.397344,0.494931,0.399906,0.503304,29,24,11,15,1,0,0,0,0,0,0,0
2026/01/19/16:13:31,7.977368,0.449000,0.536593,0.449000,0.536593,35,26,12,17,0,0,0,0,0,0,0,0
2026/01/19/16:13:32,8.977474,0.518719,0.567434,0.529813,0.573634,36,30,17,18,0,1,0,0,0,0,0,0
2026/01/19/16:13:33,9.977584,0.578906,0.619763,0.582094,0.629403,40,38,18,18,1,0,0,0,0,0,0,0
2026/01/19/16:13:34,10.977662,0.614094,0.684513,0.614094,0.684513,46,39,20,21,0,0,0,0,0,0,0,0
2026/01/19/16:13:35,11.977776,0.630844,0.701655,0.630844,0.701655,48,42,21,22,0,0,0,0,0,0,0,0
2026/01/19/16:13:36,12.977879,0.667500,0.723369,0.667500,0.723369,49,46,22,25,0,0,0,0,0,0,0,0
2026/01/19/16:13:37,13.977990,0.703500,0.766760,0.703500,0.766760,49,47,31,27,0,0,0,0,0,0,0,0
2026/01/19/16:13:38,14.978051,0.732000,0.806205,0.743062,0.840130,49,51,35,27,3,0,0,0,1,0,0,0
2026/01/19/16:13:39,15.978166,0.757906,0.831472,0.768969,0.865397,50,53,36,31,3,0,0,0,1,0,0,0
2026/01/19/16:13:40,16.978266,0.781438,0.856287,0.792500,0.890212,55,53,36,31,3,0,0,0,1,0,0,0
2026/01/19/16:13:41,17.978368,0.786563,0.862084,0.797625,0.896009,57,53,36,31,3,0,0,0,1,0,0,0
2026/01/19/16:13:42,18.978472,0.791562,0.868157,0.802625,0.902082,58,53,36,31,3,0,0,0,1,0,0,0
2026/01/19/16:13:43,19.978564,0.788594,0.865470,0.799656,0.899395,58,52,36,31,3,0,0,0,1,1,0,0
2026/01/19/16:13:44,20.978670,0.788594,0.865470,0.799656,0.899395,58,52,36,31,3,0,0,0,1,1,0,0
2026/01/19/16:13:45,21.978817,0.788594,0.865470,0.799656,0.899395,58,52,36,31,3,0,0,0,1,1,0,0
2026/01/19/16:13:46,22.978975,0.788594,0.865470,0.799656,0.899395,58,52,36,31,3,0,0,0,1,1,0,0
2026/01/19/16:13:47,23.979071,0.788594,0.865470,0.799656,0.899395,58,52,36,31,3,0,0,0,1,1,0,0
2026/01/19/16:13:48,24.979169,0.788594,0.865470,0.799656,0.899395,58,52,36,31,3,0,0,0,1,1,0,0
2026/01/19/16:13:49,25.979265,0.788594,0.865470,0.799656,0.899395,58,52,36,31,3,0,0,0,1,1,0,0
2026/01/19/16:13:50,26.979356,0.788594,0.865470,0.799656,0.899395,58,52,36,31,3,0,0,0,1,1,0,0
2026/01/19/16:13:51,27.979462,0.788594,0.865470,0.799656,0.899395,58,52,36,31,3,0,0,0,1,1,0,0
2026/01/19/16:13:52,28.979573,0.786406,0.868247,0.788844,0.878779,60,52,34,31,1,0,0,0,1,1,2,0
2026/01/19/16:13:53,29.979721,0.786406,0.868247,0.788844,0.878779,60,52,34,31,1,0,0,0,1,1,2,0
2026/01/19/16:13:54,30.979819,0.786406,0.868247,0.788844,0.878779,60,52,34,31,1,0,0,0,1,1,2,0
2026/01/19/16:13:55,31.979911,0.786406,0.868247,0.788844,0.878779,60,52,34,31,1,0,0,0,1,1,2,0
2026/01/19/16:13:56,32.980079,0.786406,0.868247,0.788844,0.878779,60,52,34,31,1,0,0,0,1,1,2,0
2026/01/19/16:13:57,33.980172,0.786406,0.868247,0.788844,0.878779,60,52,34,31,1,0,0,0,1,1,2,0
2026/01/19/16:13:58,34.980348,0.786406,0.868247,0.788844,0.878779,60,52,34,31,1,0,0,0,1,1,2,0
2026/01/19/16:13:59,35.980458,0.786406,0.868247,0.788844,0.878779,60,52,34,31,1,0,0,0,1,1,2,0
2026/01/19/16:14:00,36.980551,0.786406,0.868247,0.788844,0.878779,60,52,34,31,1,0,0,0,1,1,2,0
2026/01/19/16:14:01,37.980656,0.774281,0.871186,0.774281,0.871186,61,51,34,31,0,0,0,0,1,2,2,0
2026/01/19/16:14:02,38.980757,0.774281,0.871186,0.774281,0.871186,61,51,34,31,0,0,0,0,1,2,2,0
2026/01/19/16:14:03,39.980854,0.774281,0.871186,0.774281,0.871186,61,51,34,31,0,0,0,0,1,2,2,0
2026/01/19/16:14:04,40.980981,0.774281,0.871186,0.774281,0.871186,61,51,34,31,0,0,0,0,1,2,2,0
2026/01/19/16:14:05,41.981151,0.774281,0.871186,0.774281,0.871186,61,51,34,31,0,0,0,0,1,2,2,0
2026/01/19/16:14:06,42.981255,0.774281,0.871186,0.774281,0.871186,61,51,34,31,0,0,0,0,1,2,2,0
2026/01/19/16:14:07,43.981333,0.770656,0.860375,0.770656,0.860375,61,49,34,31,0,0,0,0,1,4,2,0
2026/01/19/16:14:08,44.981429,0.770656,0.860375,0.770656,0.860375,61,49,34,31,0,0,0,0,1,4,2,0
2026/01/19/16:14:09,45.981526,0.770656,0.860375,0.770656,0.860375,61,49,34,31,0,0,0,0,1,4,2,0
2026/01/19/16:14:10,46.981620,0.797469,0.884761,0.799906,0.895293,63,55,35,31,1,0,0,0,2,4,2,0
2026/01/19/16:14:11,47.981709,0.789719,0.889343,0.792156,0.899874,65,55,33,34,1,0,0,0,2,4,4,0
2026/01/19/16:14:12,48.981807,0.776375,0.882792,0.778813,0.893324,62,55,32,34,1,0,0,0,5,4,5,0
2026/01/19/16:14:13,49.981901,0.776375,0.882792,0.778813,0.893324,62,55,32,34,1,0,0,0,5,4,5,0
2026/01/19/16:14:14,50.982024,0.776375,0.882792,0.778813,0.893324,62,55,32,34,1,0,0,0,5,4,5,0
2026/01/19/16:14:15,51.982146,0.774188,0.875033,0.774188,0.875033,63,53,32,34,0,0,0,0,5,6,5,0
2026/01/19/16:14:16,52.982228,0.772000,0.871236,0.772000,0.871236,63,52,32,34,0,0,0,0,5,7,5,0
2026/01/19/16:14:17,53.982335,0.772000,0.871236,0.772000,0.871236,63,52,32,34,0,0,0,0,5,7,5,0
2026/01/19/16:14:18,54.982577,0.772000,0.871236,0.772000,0.871236,63,52,32,34,0,0,0,0,5,7,5,0
2026/01/19/16:14:19,55.982590,0.772000,0.871236,0.772000,0.871236,63,52,32,34,0,0,0,0,5,7,5,0
2026/01/19/16:14:20,56.982697,0.772000,0.871236,0.772000,0.871236,63,52,32,34,0,0,0,0,5,7,5,0
2026/01/19/16:14:21,57.982793,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:22,58.982895,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:23,59.983006,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:24,60.983071,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:25,61.983236,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:26,62.983355,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:27,63.983460,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:28,64.983555,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:29,65.983709,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:30,66.983840,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:31,67.983992,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:32,68.984163,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:33,69.984307,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:34,70.984459,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:35,71.984564,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:36,72.984668,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:37,73.984830,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:38,74.984935,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:39,75.985093,0.766938,0.866311,0.766938,0.866311,63,52,32,31,0,0,0,0,5,7,5,3
2026/01/19/16:14:40,76.985245,0.761687,0.862939,0.761687,0.862939,61,52,32,31,0,0,0,0,7,7,5,3
2026/01/19/16:14:41,77.985401,0.761687,0.862939,0.761687,0.862939,61,52,32,31,0,0,0,0,7,7,5,3
2026/01/19/16:14:42,78.985577,0.761687,0.862939,0.761687,0.862939,61,52,32,31,0,0,0,0,7,7,5,3
2026/01/19/16:14:43,79.985744,0.761687,0.862939,0.761687,0.862939,61,52,32,31,0,0,0,0,7,7,5,3
2026/01/19/16:14:44,80.985844,0.761687,0.862939,0.761687,0.862939,61,52,32,31,0,0,0,0,7,7,5,3
2026/01/19/16:14:45,81.985998,0.761687,0.862939,0.761687,0.862939,61,52,32,31,0,0,0,0,7,7,5,3
2026/01/19/16:14:46,82.986095,0.761687,0.862939,0.761687,0.862939,61,52,32,31,0,0,0,0,7,7,5,3
2026/01/19/16:14:47,83.986205,0.761687,0.862939,0.761687,0.862939,61,52,32,31,0,0,0,0,7,7,5,3
