timestamp,event,pod_name,pod_uid,priority,time_s
2026/01/26/22:11:40,apply-time,rs-000057-8v7wd,883ef285-201f-4f06-8b61-b90d7f477433,1,11.020060
2026/01/26/22:11:40,apply-time,rs-000057-wwzz4,80a2adba-a7ee-41b0-86a2-2eb046557e51,1,11.020060
2026/01/26/22:11:43,running-time,rs-000057-8v7wd,883ef285-201f-4f06-8b61-b90d7f477433,1,14.020060
2026/01/26/22:11:43,running-time,rs-000057-wwzz4,80a2adba-a7ee-41b0-86a2-2eb046557e51,1,14.020060
2026/01/26/22:11:51,apply-time,rs-000059-tw2x6,afdf1a98-0d68-49ca-bc45-34a47462cd03,1,22.020060
2026/01/26/22:11:51,running-time,rs-000059-tw2x6,afdf1a98-0d68-49ca-bc45-34a47462cd03,1,22.020060
2026/01/26/22:11:51,apply-time,rs-000060-56z5d,cdd0df98-1d68-440a-a770-fbc4674a2e79,1,22.020060
2026/01/26/22:11:51,running-time,rs-000060-56z5d,cdd0df98-1d68-440a-a770-fbc4674a2e79,1,22.020060
2026/01/26/22:11:51,apply-time,rs-000061-8ddjg,1b4be4ac-41f1-4776-a624-0540e2369742,1,22.020060
2026/01/26/22:11:51,running-time,rs-000061-8ddjg,1b4be4ac-41f1-4776-a624-0540e2369742,1,22.020060
2026/01/26/22:11:51,apply-time,rs-000061-jd5hk,a1eaa837-f0f8-499c-9770-6557fd843509,1,22.020060
2026/01/26/22:11:51,running-time,rs-000061-jd5hk,a1eaa837-f0f8-499c-9770-6557fd843509,1,22.020060
2026/01/26/22:11:51,apply-time,rs-000062-894n6,075f11b9-78dc-44d2-b9f5-e96f2db8ab00,1,22.020060
2026/01/26/22:11:51,running-time,rs-000062-894n6,075f11b9-78dc-44d2-b9f5-e96f2db8ab00,1,22.020060
2026/01/26/22:11:51,apply-time,rs-000062-pfhmj,03f00aa2-168d-4cdf-9b93-e0f4a817ae23,1,22.020060
2026/01/26/22:11:51,running-time,rs-000062-pfhmj,03f00aa2-168d-4cdf-9b93-e0f4a817ae23,1,22.020060
2026/01/26/22:11:52,apply-time,rs-000063-v4rcm,5ed6df75-d4d6-4ee6-a18d-0cf06f579c39,1,22.020060
2026/01/26/22:11:52,running-time,rs-000063-v4rcm,5ed6df75-d4d6-4ee6-a18d-0cf06f579c39,1,22.020060
2026/01/26/22:11:52,apply-time,rs-000064-l6w94,243d3651-7bd1-40bc-b571-d25bb38df360,1,22.020060
2026/01/26/22:11:52,apply-time,rs-000065-2wxm7,a98687a2-c239-4f13-9f67-6159a6a073bd,1,23.020060
2026/01/26/22:11:52,apply-time,rs-000065-9gp6m,580d6b87-d534-49be-aaed-ef934dba3506,1,23.020060
2026/01/26/22:11:52,apply-time,rs-000065-rwxd6,cbebbe7b-ae02-4540-8b53-3842af1a7215,1,23.020060
2026/01/26/22:11:52,apply-time,rs-000066-8pq9p,ff687a98-8fcd-4f3f-ae77-8d52bf8687b5,1,23.020060
2026/01/26/22:11:53,apply-time,rs-000066-rxnzd,b525e423-94bc-4d64-a6bf-6861a7d631b8,1,24.020060
2026/01/26/22:11:53,apply-time,rs-000067-5dbbw,93e202ce-0e83-4b44-83db-4282bcf60ee3,1,24.020060
2026/01/26/22:11:53,apply-time,rs-000067-v7nxg,48a22c29-0a97-4223-ade0-e86884e8d519,1,24.020060
2026/01/26/22:11:53,apply-time,rs-000067-wd7b5,f7df1735-8eb5-4158-aa66-629aa0bb709d,1,23.020060
2026/01/26/22:12:04,running-time,rs-000064-l6w94,243d3651-7bd1-40bc-b571-d25bb38df360,1,35.020060
2026/01/26/22:12:54,apply-time,rs-000068-85hv2,3b8486de-7313-4363-ba40-7505e67ca79e,1,85.020060
2026/01/26/22:12:54,running-time,rs-000068-85hv2,3b8486de-7313-4363-ba40-7505e67ca79e,1,85.020060
2026/01/26/22:13:45,apply-time,rs-000069-vlp7t,45ada907-2d26-42b6-aa04-57368523fbd1,1,136.020060
2026/01/26/22:13:45,apply-time,rs-000070-4v6bz,80bc2f28-f31d-42bb-8a92-b96fbc6d8150,1,136.020060
2026/01/26/22:13:46,apply-time,rs-000069-k6dlm,ae56d8c0-bbfa-4603-9755-cdc9250249b0,1,136.020060
2026/01/26/22:13:46,running-time,rs-000069-k6dlm,ae56d8c0-bbfa-4603-9755-cdc9250249b0,1,136.020060
2026/01/26/22:13:46,running-time,rs-000069-vlp7t,45ada907-2d26-42b6-aa04-57368523fbd1,1,136.020060
2026/01/26/22:13:46,running-time,rs-000070-4v6bz,80bc2f28-f31d-42bb-8a92-b96fbc6d8150,1,136.020060
2026/01/26/22:13:48,apply-time,rs-000071-mq8rf,44cb865e-c75f-469f-9296-df9f0f590cc3,1,139.020060
2026/01/26/22:13:48,running-time,rs-000071-mq8rf,44cb865e-c75f-469f-9296-df9f0f590cc3,1,139.020060
2026/01/26/22:13:48,apply-time,rs-000071-vfxk2,fa5f996b-7cb6-4989-b2ce-3056b48416cd,1,139.020060
2026/01/26/22:13:48,running-time,rs-000071-vfxk2,fa5f996b-7cb6-4989-b2ce-3056b48416cd,1,139.020060
2026/01/26/22:13:48,apply-time,rs-000071-wbdxz,e52933ad-f956-43d0-86d5-f77283586992,1,139.020060
2026/01/26/22:13:48,running-time,rs-000071-wbdxz,e52933ad-f956-43d0-86d5-f77283586992,1,139.020060
2026/01/26/22:14:49,apply-time,rs-000072-9qh24,84c0c823-61ca-4a21-8985-d4f7838a8cf8,1,199.020060
2026/01/26/22:14:49,running-time,rs-000072-9qh24,84c0c823-61ca-4a21-8985-d4f7838a8cf8,1,199.020060
2026/01/26/22:14:49,apply-time,rs-000073-5rd2l,b31e60a4-6d7f-4a4f-9721-77b7a12aefb6,1,200.020060
2026/01/26/22:14:49,running-time,rs-000073-5rd2l,b31e60a4-6d7f-4a4f-9721-77b7a12aefb6,1,200.020060
2026/01/26/22:14:49,apply-time,rs-000074-zsflq,d6ecc954-72a6-4e63-a990-976fdc139417,1,200.020060
2026/01/26/22:14:49,running-time,rs-000074-zsflq,d6ecc954-72a6-4e63-a990-976fdc139417,1,200.020060
2026/01/26/22:14:49,apply-time,rs-000075-26xqp,97b1dff9-b1fa-424c-b5c5-337bd694dfd0,1,200.020060
2026/01/26/22:14:49,running-time,rs-000075-26xqp,97b1dff9-b1fa-424c-b5c5-337bd694dfd0,1,200.020060
2026/01/26/22:14:49,apply-time,rs-000075-9kfzj,362ba59d-2f26-44cd-a5ca-640e9521f45f,1,200.020060
2026/01/26/22:14:49,running-time,rs-000075-9kfzj,362ba59d-2f26-44cd-a5ca-640e9521f45f,1,200.020060
2026/01/26/22:14:49,apply-time,rs-000076-nmwx6,d0f4e418-9aa5-4b2d-a769-fbd2801366d0,1,200.020060
2026/01/26/22:14:49,running-time,rs-000076-nmwx6,d0f4e418-9aa5-4b2d-a769-fbd2801366d0,1,200.020060
2026/01/26/22:14:50,apply-time,rs-000077-8x8dz,4564b85b-f7c0-4695-814e-20b7dc13d8c5,1,201.020060
2026/01/26/22:14:50,running-time,rs-000077-8x8dz,4564b85b-f7c0-4695-814e-20b7dc13d8c5,1,201.020060
2026/01/26/22:14:50,apply-time,rs-000077-wbdh7,501bcc1d-799c-4fe3-aebd-317cac62e228,1,201.020060
2026/01/26/22:14:50,running-time,rs-000077-wbdh7,501bcc1d-799c-4fe3-aebd-317cac62e228,1,201.020060
2026/01/26/22:14:50,apply-time,rs-000078-26xfc,c1ebffd7-f56a-4a0c-8a75-d44e6d7f35ea,1,201.020060
2026/01/26/22:14:50,running-time,rs-000078-26xfc,c1ebffd7-f56a-4a0c-8a75-d44e6d7f35ea,1,201.020060
2026/01/26/22:14:50,apply-time,rs-000078-4r6t5,f7bb3af2-f93e-4017-bfd7-cd7db9945055,1,201.020060
